File_IDs,BIC Scores from Folder,BIC Values from Specific File,MIX_MF
R16366,3630.4179,3642.573,-12.1551
R16367,4323.7404,4350.057,-26.3166
R16368,5691.4677,5769.947,-78.4793
R16369,3925.9942,3940.602,-14.6078
R16372,2036.7094,2056.252,-19.5426
R16376,14487.3441,14634.006,-146.6619
R16377,2254.4015,2290.526,-36.1245
R16378,13683.6123,13701.209,-17.5967
R16380,17531.739,17604.023,-72.284
R16385,3405.3527,3413.332,-7.9793
R16391,3896.9063,3909.964,-13.0577
R16393,4461.5338,4511.221,-49.6872
R16394,5736.6322,5760.532,-23.8998
R16396,4733.6527,4749.431,-15.7783
R16398,5397.1611,5427.096,-29.9349
R16399,4859.4849,4871.411,-11.9261
R16402,4317.9295,4333.478,-15.5485
R16407,4525.7556,4537.884,-12.1284
R16410,3875.7683,3880.443,-4.6747
R16411,4547.5528,4574.647,-27.0942
R16413,2280.4858,2307.824,-27.3382
R16416,3954.2066,3973.312,-19.1054
R16417,11575.599,11603.61,-28.011
R16421,10861.5072,10877.271,-15.7638
R16423,9327.0286,9371.443,-44.4144
R16426,9347.6584,9356.531,-8.8726
R16428,1907.4493,1928.844,-21.3947
R16430,4126.3274,4143.995,-17.6676
R16431,2518.772,2585.73,-66.958
R16433,18463.6042,18585.637,-122.0328
R16435,15188.3116,15239.593,-51.2814
R16442,16685.9639,16926.249,-240.2851
R16444,5893.225,5915.045,-21.82
R16446,5598.9562,5647.418,-48.4618
R16447,12056.715,12095.819,-39.104
R16453,7617.9918,7661.877,-43.8852
R16455,7457.5183,7489.603,-32.0847
R16456,2372.1906,2408.245,-36.0544
R16457,8951.4837,9025.71,-74.2263
R16458,5454.4832,5465.281,-10.7978
R16459,6049.7381,6097.662,-47.9239
R16462,10215.0888,10270.847,-55.7582
R16464,757.3788,883.317,-125.9382
R16466,2726.0273,2733.315,-7.2877
R16467,5084.1276,5032.581,51.5466
R16468,4180.4674,4247.258,-66.7906
R16477,1101.825,1134.263,-32.438
R16478,4627.2643,4642.337,-15.0727
R16479,12835.0387,12841.903,-6.8643
R16480,1257.4758,1260.053,-2.5772
R16482,1830.1683,1868.588,-38.4197
R16483,2140.8724,2165.397,-24.5246
R16492,4713.2551,4766.922,-53.6669
R16498,2370.0673,2372.978,-2.9107
R16512,11430.9268,11485.112,-54.1852
R16513,6773.7684,6800.109,-26.3406
R16514,8632.9664,8696.402,-63.4356
R16517,7114.5566,7171.523,-56.9664
R16519,7872.6493,7951.473,-78.8237
R16521,2928.4229,2929.071,-0.6481
R16529,3091.2651,3090.777,0.4881
R16531,3336.6952,3346.653,-9.9578
R16556,16387.0472,16523.449,-136.4018
R16558,13853.2749,13895.813,-42.5381
R16560,5166.3157,5213.386,-47.0703
R16566,6888.7466,6902.593,-13.8464
R16581,12164.7395,12191.004,-26.2645
R16584,1592.8224,1601.966,-9.1436
R16586,4016.8714,4018.347,-1.4756
R16595,3338.9639,3342.854,-3.8901
R16606,4699.6625,4711.932,-12.2695
R16611,5030.3903,5075.572,-45.1817
R16613,5758.4607,5792.118,-33.6573
R16615,4250.0244,4261.234,-11.2096
R16619,7079.8499,7088.383,-8.5331
R16621,3943.7161,3957.557,-13.8409
R16627,6689.4217,6750.414,-60.9923
R16628,6704.765,6711.519,-6.754
R16630,10518.1452,10544.269,-26.1238
R16631,4967.6435,4979.008,-11.3645
R16636,2979.0142,3001.902,-22.8878
R16637,16991.9444,17139.228,-147.2836
R16638,6895.0492,6922.039,-26.9898
R16639,6300.6229,6317.865,-17.2421
R16641,16826.4976,16946.916,-120.4184
R16648,4036.513,4046.666,-10.153
R16653,4327.7853,4338.631,-10.8457
R16654,4619.4041,4633.783,-14.3789
R16658,6785.779,6810.565,-24.786
R16662,2181.7218,2179.248,2.4738
R16667,8745.9386,8773.053,-27.1144
R16671,7123.1992,7145.614,-22.4148
R16672,6638.1718,6650.837,-12.6652
R16675,19805.1581,19869.475,-64.3169
R16678,3528.7419,3570.196,-41.4541
R16682,6938.8862,6945.704,-6.8178
R16685,12327.0491,12376.239,-49.1899
R16688,2930.6942,2947.08,-16.3858
R16693,896.6879,1066.112,-169.4241
R16719,5277.4954,5310.414,-32.9186
R16720,12861.5346,12948.377,-86.8424
R16721,4764.7353,4772.768,-8.0327
R16725,9591.996,9642.859,-50.863
R16726,17126.0379,17210.717,-84.6791
R16728,8192.3783,8223.396,-31.0177
R16733,13030.4125,13133.402,-102.9895
R16734,5684.3876,5712.409,-28.0214
R16737,9189.9233,9213.673,-23.7497
R16740,9037.6092,9077.232,-39.6228
R16742,12799.2434,12848,-48.7566
R16744,2610.7475,2611.207,-0.4595
R16747,3336.6671,3340.066,-3.3989
R16750,6092.1793,6103.122,-10.9427
R16761,5656.1799,5683.832,-27.6521
R16763,2048.0654,2049.411,-1.3456
R16765,7300.8781,7328.584,-27.7059
R16773,9504.6742,9532.439,-27.7648
R16775,15266.0356,15385.692,-119.6564
R16784,2937.9163,2972.603,-34.6867
R16786,12616.1687,12679.85,-63.6813
R16798,2447.2626,2458.756,-11.4934
R16799,6353.6416,6373.663,-20.0214
R16801,4925.6176,4955.801,-30.1834
R16803,10655.9742,10683.344,-27.3698
R16804,2111.6335,2144.093,-32.4595
R16805,3217.1324,3250.022,-32.8896
R16814,5223.4017,5256.333,-32.9313
R16815,8833.3165,8833.728,-0.4115
R16818,8798.0706,8827.035,-28.9644
R16825,5871.6232,5892.384,-20.7608
R16827,11508.0169,11512.526,-4.5091
R16834,4321.8737,4342.909,-21.0353
R16836,6021.6079,6048.388,-26.7801
R16839,3632.3291,3680.198,-47.8689
R16840,6742.7036,6788.568,-45.8644
R16843,2229.3683,2257.475,-28.1067
R16844,4831.2444,4868.333,-37.0886
R16846,899.0578,1021.283,-122.2252
R16848,4113.0305,4120.385,-7.3545
R16851,5615.6238,5649.634,-34.0102
R16861,3594.3932,3612.093,-17.6998
R16864,3697.0564,3702.003,-4.9466
R16872,8980.4155,9059.246,-78.8305
R16910,2229.009,2235.629,-6.62
R16911,1125.5578,1183.456,-57.8982
R16915,4433.6268,4469.615,-35.9882
R16920,4029.4561,4050.249,-20.7929
R16922,8837.3545,8964.617,-127.2625
R16924,3339.9127,3354.032,-14.1193
R16926,7142.9749,7212.703,-69.7281
R16941,14384.9962,14418.181,-33.1848
R16954,3360.0232,3366.788,-6.7648
R16960,4033.4753,4056.454,-22.9787
R16968,1941.3651,1968.458,-27.0929
R16969,1534.4894,1570.542,-36.0526
R16973,3854.5171,3884.137,-29.6199
R17130,1416.7984,1444.211,-27.4126
R17157,12222.1612,12292.034,-69.8728
R17185,8264.7336,8310.253,-45.5194
R17190,1731.6288,1750.331,-18.7022
R17191,1020.2023,1095.974,-75.7717
R17192,4879.6673,4899.995,-20.3277
R17202,6660.0523,6689.63,-29.5777
R17204,13165.8181,13202.171,-36.3529
R17205,4314.1835,4333.802,-19.6185
R17209,11442.1081,11500.568,-58.4599
R17217,1169.6736,1169.674,-0.0004
R17235,9286.4677,9350.285,-63.8173
R17254,19083.212,19105.591,-22.379
R17256,4602.824,4618.775,-15.951
R17257,1302.7453,1311.246,-8.5007
R17258,985.1226,1004.533,-19.4104
R17259,1835.2542,1852.819,-17.5648
R17262,37382.8674,37449.62,-66.7526
R17276,5585.8884,5604.62,-18.7316
R17277,3987.1702,4010.108,-22.9378
R17278,13336.175,13386.573,-50.398
R17294,2722.8808,2749.162,-26.2812
R17312,6161.1316,6187.073,-25.9414
R17316,1629.4686,1637.543,-8.0744
R17329,3750.6532,3763.13,-12.4768
R17334,3369.8169,3384.308,-14.4911
R17340,1528.3964,1531.681,-3.2846
R17343,1137.4329,1195.289,-57.8561
R17359,1502.4017,1527.801,-25.3993
R17360,2668.4397,2677.098,-8.6583
R17373,1593.0222,1593.242,-0.2198
R17379,1997.3395,2011.274,-13.9345
R17400,3076.1422,3095.759,-19.6168
R17414,1765.9282,1903.865,-137.9368
R17415,1940.8297,1944.845,-4.0153
R17419,5631.886,5748.841,-116.955
R17420,8450.3236,8472.1,-21.7764
R17431,13370.8272,13445.803,-74.9758
R17432,2530.2699,2557.512,-27.2421
R17472,7082.5638,7096.803,-14.2392
R17474,2535.0831,2567.846,-32.7629
R17486,5202.8398,5246.929,-44.0892
R17537,2828.1183,2851.022,-22.9037
R17541,11174.4844,11216.958,-42.4736
R17545,2123.9062,2141.787,-17.8808
R17567,4982.4429,4990.055,-7.6121
R17574,16602.2731,16721.942,-119.6689
R17576,961.7065,970.092,-8.3855
R17578,1490.6401,1496.001,-5.3609
R17583,9294.901,9315.145,-20.244
R17599,6314.595,6344.626,-30.031
R17613,2651.6648,2651.667,-0.0022
R17688,8432.5159,8453.643,-21.1271
R17701,1311.9196,1330.601,-18.6814
R17702,7975.8763,7989.272,-13.3957
R17703,2939.7074,2956.334,-16.6266
R17713,3870.3588,3886.359,-16.0002
R17720,7307.4678,7327.029,-19.5612
R17726,1715.2455,1746.235,-30.9895
R17745,1209.3439,1223.635,-14.2911
R17751,4794.657,4849.21,-54.553
R17764,3431.5674,3454.574,-23.0066
R17772,3405.104,3425.64,-20.536
R17773,5255.754,5262.982,-7.228
R17774,3935.9906,3958.115,-22.1244
R17778,9176.4801,9241.93,-65.4499
R17800,1852.063,1869.416,-17.353
R17882,8540.3538,8559.285,-18.9312
R17903,33163.8679,33325.965,-162.0971
R17907,20127.8785,20145.692,-17.8135
